stop_id,stop_name,service,borough,,
R19N,23 St,NQRW,Manhattan,,
R19S,23 St,NQRW,Manhattan,,
R20,14 St-Union Sq,NQRW,Manhattan,,
R20N,14 St-Union Sq,NQRW,Manhattan,,
R20S,14 St-Union Sq,NQRW,Manhattan,,
R21,8 St-NYU,NQRW,Manhattan,,
R21N,8 St-NYU,NQRW,Manhattan,,
R21S,8 St-NYU,NQRW,Manhattan,,
R22,Prince St,NQRW,Manhattan,,
R22N,Prince St,NQRW,Manhattan,,
R22S,Prince St,NQRW,Manhattan,,
R23,Canal St,NRW,Manhattan,,
R23N,Canal St,NRW,Manhattan,,
R23S,Canal St,NRW,Manhattan,,
R24,City Hall,NRW,Manhattan,,
R24N,City Hall,NRW,Manhattan,,
R24S,City Hall,NRW,Manhattan,,
R25,Cortlandt St,NRW,Manhattan,,
R25N,Cortlandt St,NRW,Manhattan,,
R25S,Cortlandt St,NRW,Manhattan,,
R26,Rector St,NRW,Manhattan,,
R26N,Rector St,NRW,Manhattan,,
R26S,Rector St,NRW,Manhattan,,
R27,Whitehall St-South Ferry,NRW,Manhattan,,
R27N,Whitehall St-South Ferry,NRW,Manhattan,,
R27S,Whitehall St-South Ferry,NRW,Manhattan,,
R28,Court St,NRW,Brooklyn,,
R28N,Court St,NRW,Brooklyn,,
R28S,Court St,NRW,Brooklyn,,
R29,Jay St-MetroTech,NRW,Brooklyn,,
R29N,Jay St-MetroTech,NRW,Brooklyn,,
R29S,Jay St-MetroTech,NRW,Brooklyn,,
R30,DeKalb Av,BDNQRW,Brooklyn,,
R30N,DeKalb Av,BDNQRW,Brooklyn,,
R30S,DeKalb Av,BDNQRW,Brooklyn,,
R31,Atlantic Av-Barclays Ctr,DNRW,Brooklyn,,
R31N,Atlantic Av-Barclays Ctr,DNRW,Brooklyn,,
R31S,Atlantic Av-Barclays Ctr,DNRW,Brooklyn,,
R32,Union St,DNRW,Brooklyn,,
R32N,Union St,DNRW,Brooklyn,,
R32S,Union St,DNRW,Brooklyn,,
R33,4 Av-9 St,DNRW,Brooklyn,,
R33N,4 Av-9 St,DNRW,Brooklyn,,
R33S,4 Av-9 St,DNRW,Brooklyn,,
R34,Prospect Av,DNRW,Brooklyn,,
R34N,Prospect Av,DNRW,Brooklyn,,
R34S,Prospect Av,DNRW,Brooklyn,,
R35,25 St,DNRW,Brooklyn,,
R35N,25 St,DNRW,Brooklyn,,
R35S,25 St,DNRW,Brooklyn,,
R36,36 St,DNQRW,Brooklyn,,
R36N,36 St,DNQRW,Brooklyn,,
R36S,36 St,DNQRW,Brooklyn,,
R39,45 St,NRW,Brooklyn,,
R39N,45 St,NRW,Brooklyn,,
R39S,45 St,NRW,Brooklyn,,
R40,53 St,NRW,Brooklyn,,
R40N,53 St,NRW,Brooklyn,,
R40S,53 St,NRW,Brooklyn,,
R41,59 St,NQRW,Brooklyn,,
R41N,59 St,NQRW,Brooklyn,,
R41S,59 St,NQRW,Brooklyn,,
R42,Bay Ridge Av,R,Brooklyn,,
R42N,Bay Ridge Av,R,Brooklyn,,
R42S,Bay Ridge Av,R,Brooklyn,,
R43,77 St,R,Brooklyn,,
R43N,77 St,R,Brooklyn,,
R43S,77 St,R,Brooklyn,,
R44,86 St,R,Brooklyn,,
R44N,86 St,R,Brooklyn,,
R44S,86 St,R,Brooklyn,,
R45,Bay Ridge-95 St,R,Brooklyn,,
R45N,Bay Ridge-95 St,R,Brooklyn,,
R45S,Bay Ridge-95 St,R,Brooklyn,,
S01,Franklin Av,S,Brooklyn,,
S01N,Franklin Av,S,Brooklyn,,
S01S,Franklin Av,S,Brooklyn,,
S03,Park Pl,S,Brooklyn,,
S03N,Park Pl,S,Brooklyn,,
S03S,Park Pl,S,Brooklyn,,
S04,Botanic Garden,S,Brooklyn,,
S04N,Botanic Garden,S,Brooklyn,,
S04S,Botanic Garden,S,Brooklyn,,
S09,Tottenville,I,Staten Island,,
S09N,Tottenville,I,Staten Island,,
S09S,Tottenville,I,Staten Island,,
S11,Arthur Kill,I,Staten Island,,
S11N,Arthur Kill,I,Staten Island,,
S11S,Arthur Kill,I,Staten Island,,
S13,Richmond Valley,I,Staten Island,,
S13N,Richmond Valley,I,Staten Island,,
S13S,Richmond Valley,I,Staten Island,,
S14,Pleasant Plains,I,Staten Island,,
S14N,Pleasant Plains,I,Staten Island,,
S14S,Pleasant Plains,I,Staten Island,,
S15,Prince's Bay,I,Staten Island,,
S15N,Prince's Bay,I,Staten Island,,
S15S,Prince's Bay,I,Staten Island,,
S16,Huguenot,I,Staten Island,,
S16N,Huguenot,I,Staten Island,,
S16S,Huguenot,I,Staten Island,,
S17,Annadale,I,Staten Island,,
S17N,Annadale,I,Staten Island,,
S17S,Annadale,I,Staten Island,,
S18,Eltingville,I,Staten Island,,
S18N,Eltingville,I,Staten Island,,
S18S,Eltingville,I,Staten Island,,
S19,Great Kills,I,Staten Island,,
S19N,Great Kills,I,Staten Island,,
S19S,Great Kills,I,Staten Island,,
S20,Bay Terrace,I,Staten Island,,
S20N,Bay Terrace,I,Staten Island,,
S20S,Bay Terrace,I,Staten Island,,
S21,Oakwood Heights,I,Staten Island,,
S21N,Oakwood Heights,I,Staten Island,,
S21S,Oakwood Heights,I,Staten Island,,
S22,New Dorp,I,Staten Island,,
S22N,New Dorp,I,Staten Island,,
S22S,New Dorp,I,Staten Island,,
S23,Grant City,I,Staten Island,,
S23N,Grant City,I,Staten Island,,
S23S,Grant City,I,Staten Island,,
S24,Jefferson Av,I,Staten Island,,
S24N,Jefferson Av,I,Staten Island,,
S24S,Jefferson Av,I,Staten Island,,
S25,Dongan Hills,I,Staten Island,,
S25N,Dongan Hills,I,Staten Island,,
S25S,Dongan Hills,I,Staten Island,,
S26,Old Town,I,Staten Island,,
S26N,Old Town,I,Staten Island,,
S26S,Old Town,I,Staten Island,,
S27,Grasmere,I,Staten Island,,
S27N,Grasmere,I,Staten Island,,
S27S,Grasmere,I,Staten Island,,
S28,Clifton,I,Staten Island,,
S28N,Clifton,I,Staten Island,,
S28S,Clifton,I,Staten Island,,
S29,Stapleton,I,Staten Island,,
S29N,Stapleton,I,Staten Island,,
S29S,Stapleton,I,Staten Island,,
S30,Tompkinsville,I,Staten Island,,
S30N,Tompkinsville,I,Staten Island,,
S30S,Tompkinsville,I,Staten Island,,
S31,St George,I,Staten Island,,
S31N,St George,I,Staten Island,,
S31S,St George,I,Staten Island,,
